가닥을 잡다,"경찰이 이른바 ‘불법촬영 카톡방’ 수사를 마무리하고 검찰에 송치하기로 가닥을 잡았지만, 정작 수사의 핵심 사안인 이들과 경찰 사이의 유착 의혹 부분에서는 제대로 속도를 내지 못하고 있다.","Although the police have decided to complete the so-called ""illegal photography Katalk chat room"" investigation and send it to the prosecution, they have not been able to properly speed up in the area of suspected collusion between them and the police, which is a key issue of the investigation."
가닥을 잡다,공정위는 전속고발제 폐지가 아닌 보완·유지로 가닥을 잡았다.,The FTC decided not to push for the abolition of the exclusive complaint system but to supplement and maintain it.
가닥을 잡다,광주광역시교육청(교육감 장휘국)이 광주시 민간공원 특례사업자 변경으로 사실상 불가 쪽으로 가닥을 잡았던 청사이전 사업을 새로운 방식으로 추진하기로 했다.,"Gwangju Metropolitan Office of Education (Superintendent Jang Hui-guk) has decided to push ahead with the office transfer project, which was virtually impossible as a new way due to the change of a special business operator for a private park in Gwangju."
가닥을 잡다,"교육부는 정부세종청사에서 전국 시·도교육청 감사관, 유아교육 담당자 긴급회의를 열고 유치원 감사 결과를 실명 공개하는 쪽으로 가닥을 잡았다.","The Ministry of Education held an emergency meeting of auditors for the city, provincial office of education nationwide and preschool education staff at the Government Complex Sejong, and decided to disclose the results of the kindergarten's inspection with names."
가닥을 잡다,국민들이 만족스럽다고 할 수 없지만 열심히 노력해서 일자리 문제 해결의 가닥을 잡았다고 평가를 해 주실 것으로 본다.,"The people are not satisfied, but they will say that they have worked hard to find a way to solve the job problem."
가닥을 잡다,"국방부는 36개월, 27개월 두 개의 대체복무 기간을 검토하다가 공중보건의사 등 34∼36개월인 다른 대체복무 기간을 감안해 36개월로 가닥을 잡았다.","Ministry of National Defense reviewed the two alternative service periods of 36 months and 27 months, and took 36 months to consider the alternative service period of 34 to 36 months, including public health doctors."
가닥을 잡다,국회가 여론에 떠밀려 특수활동비를 사실상 폐지하는 방향으로 가닥을 잡았으면서도 제20대 국회 특활비 사용 내역 공개는 거부하고 있다.,"Although the National Assembly has decided to abolish special activity funds due to public opinion, it is refusing to disclose details of the use of special activity expenditures for the 20th National Assembly."
가닥을 잡다,그는 전날 부산 자갈치시장을 방문해 “이번 전대(전당대회) 핵심은 ‘홍준표 재신임 여부’”라고 말해 사실상 출마로 가닥을 잡은 것이라는 해석이 나왔다.,"He visited Jagalchi Market in Busan the day before and said, ""The core of this party convention is 'Hong Jun Pyo's re-appointment,'"" so it is interpreted that he decided to run the election."
가닥을 잡다,금융권 안팎에선 과열경쟁으로 지주회장 인선을 둘러싼 논란과 부담이 커지자 금융당국이 지주회장-행장 겸직 뒤 향후 분리로 가닥을 잡은 것으로 보고 있다.,"As the controversy and burden over the appointment of the holding president increased due to overheated competition in and out of the financial world, it is believed that financial authorities will first concurrently appoint the holding president and chairman and then separate the positions."
가닥을 잡다,"기업들이 가업상속 요건 완화를 요구하고 있지만 정부는 공제 대상(매출액 3,000억원)과 한도(500억원)를 현행대로 유지하기로 가닥을 잡았다.","Although companies are demanding easing of family inheritance requirements for business, the government has decided to keep the deduction target (KRW 300 billion in sales) and the limit (KRW 50 billion) as they are."
가닥을 잡다,기재부가 검찰 고발을 유지하기로 가닥을 잡은 건 향후 국정운영과 공무원 업무수행에 생길 수도 있는 혼란을 우려해서다.,The Ministry of Economy and Finance decided to maintain the prosecution's charges because it is concerned about possible confusion in the administration of state affairs and the performance of civil servants.
가닥을 잡다,기획재정부는 소득이 없는 이들을 위해 현재 최소 500만원으로 돼 있는 분납기준액을 250만원으로 낮추고 2개월 내에 추가 납부하던 것을 6개월로 늘려주기로 가닥을 잡았다.,"For those without income, the Ministry of Strategy and Finance has decided to lower the standard of installment payment, which is currently set at at least KRW 5 million, to KRW 2.5 million and increase the amount of additional payments within two months to six months."
가닥을 잡다,김 후보자는 개성공단 재개에 대한 원유철 자유한국당 의원의 질의에는 “지금 상황에서 결국 제재 문제 해결이 가닥을 잡아야 가능할 것”이라고 견해를 밝혔다.,"Asked by Rep. Won Yu-cheol of the Liberty Korea Party about the resumption of the Gaeseong Industrial Complex, candidate Kim expressed his view, ""This would be possible only if the resolution of the sanctions issue is in the end under the current circumstances."""
가닥을 잡다,김경수 경남지사 당선인이 재난 재해에 즉각 대응하기 위해 창원의 도지사 관사에 입주하는 것으로 가닥을 잡았다.,South Gyeongsang Province Gov.-elect Kim Kyung-soo has decided to move into the provincial governor's mansion in Changwon to immediately respond to the disaster.
가닥을 잡다,김명수 대법원장이 재판거래 의혹에 대해 고발이 아닌 수사 협조 쪽으로 가닥을 잡으면서 검찰의 고민이 깊어지고 있다.,"As Supreme Court Chief Justice Kim Myung-soo has decided to cooperate with the investigation, not to file a complaint over the trial transaction, the prosecution is agonizing over the case."
가닥을 잡다,나머지 지하1층과 지상 공원은 서양호 중구청장이 취임 일성에서 밝혔듯 주민 의견을 수렴해 구를 대표하는 시민공원으로 가닥을 잡는다.,"The remaining underground level and ground park will be set up as a civic park representing the district by collecting residents' opinions, as Jung-gu Mayor Seo Yang-ho said in his inaugural speech."
가닥을 잡다,네이버 관계자는 “장기적으로 직원과 회사가 성장의 과실을 공유하는 방안을 고민하다가 스톡옵션 쪽으로 가닥을 잡은 것”이라고 설명했다.,"After thinking about sharing the fruits of growth in the long term, we decided to move toward stock options, said a representative for Naver."
가닥을 잡다,다만 시민위는 최근 오송지역 여론조사의 하자가 전체 여론에 미치는 영향은 상대적으로 적다고 보고 개명을 재추진하는 쪽으로 가닥을 잡은 것으로 전해졌다.,"However, it was reported that the civilian commission saw that the influence the Osong area polls had relatively little effect on the total polls, and it held the decision on resuming the renaming."
가닥을 잡다,당대표선거 출마와 관련해서는 “이번주까지는 얘기를 더 들어보고 주중 가닥을 잡아야 한다”면서 “현재로서는 나가는 쪽에 무게가 있다”고 말했다.,"Regarding running for the election, he said, ""We need to listen more to this week and grab strands during the week."" ""For now, there is weight on the participation."""
가닥을 잡다,당초 강 위원장은 국정감사에서 이 문제가 불거지자 “감사원 감사를 받겠다”며 버텼지만 즉각 사퇴로 가닥을 잡았다.,"At the beginning, Representative Kang said, “I will be audited by the auditor,” when the matter was raised in the state audit."
가닥을 잡다,대구 달서구의회와 북구의회는 잠정적으로 해외연수 취소 쪽으로 가닥을 잡았고 다른 기초의회들도 해외연수 계획을 세우지 않고 보류하고 있는 상황이다.,"Daegu's Dalseo-gu and Buk-gu Councils have tentatively decided to cancel overseas training, and other councils are holding back their overseas training plans."
가닥을 잡다,"무산될 뻔했던 광주형 일자리를 되살리는 쪽으로 가닥을 잡은 사실 못지않게, 노·사·민·정이 함께 팔을 걷고 나서 해법을 찾았다는 점에서 이번 협상은 특히 높이 평가할 만하다.","The negotiation is noteworthy, not only because they revived the Gwangju-type jobs, which were almost abortive, but also because the labor, management, civilians, and government all came together to find the solution."
가닥을 잡다,법무부 산하 검찰 과거사위원회(과거사위·위원장 김갑배)가 논란 끝에 활동기한을 추가 연장하는 쪽으로 가닥을 잡은 것으로 확인됐다.,"It has been confirmed that the prosecution's committee on past history under the Ministry of Justice (Kim Kap-bae, chairman of the committee on past history), has decided to extend the deadline after controversy."
가닥을 잡다,비핵화와 종전선언 등 상응조처를 둘러싼 북-미의 상당한 의견차를 좁힐 방안이 특사단과 김 위원장 등의 협의 과정에서 가닥을 잡았는지가 중요하다.,It is important to know whether the North and the U.S. reached a breakthrough in their discussions with the special envoys and Kim over corresponding measures such as denuclearization and the declaration of the end of the war.
가닥을 잡다,"실적 발표 직후 주가가 등락을 반복했지만, 시간이 지나면서 상승으로 가닥을 잡으며 이날 3.8% 올라 마감했다.","The stock price fluctuated shortly after the earnings announcement, but closed up 3.8% on the same day as the price rallied."
